number_of_features: 36
number_of_classes: 2
number_of_samples: 3196
f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	class
0	0	0	0	0	0	0	0	0	1	1	0	2	0	4	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	1	0	0	0	0	1	1	0	2	0	4	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	1	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	1	1	1	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	1	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	1	1	0	0	1	1	0	2	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	4	c1
0	0	0	0	0	1	0	0	0	1	1	0	2	0	4	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	1	0	0	0	1	1	0	2	0	4	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	1	1	1	1	1	1	0	0	2	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	1	0	0	0	1	0	0	2	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	0	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	1	0	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	1	0	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	0	0	0	0	1	1	0	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	1	0	0	0	0	1	1	0	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	0	0	0	0	1	1	0	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	4	c1
0	0	0	0	1	0	0	0	0	1	1	0	3	0	4	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	0	0	0	0	1	1	0	3	0	4	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	4	c1
0	0	0	0	0	0	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	1	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	1	1	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	1	1	1	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	1	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	1	0	0	0	1	1	0	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	1	1	0	0	0	1	1	0	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	1	1	1	0	0	1	1	0	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	1	0	0	0	1	1	0	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	4	c1
0	0	0	0	0	1	1	0	0	1	1	0	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	4	c1
0	0	0	0	0	1	0	0	0	1	1	0	3	0	4	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	1	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	0	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	1	0	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	1	0	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	1	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	1	1	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	1	1	1	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	1	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	0	0	0	0	1	0	1	2	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	0	0	0	0	1	0	1	2	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	0	0	0	0	1	0	1	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	1	0	0	0	1	0	1	3	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c1
0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	1	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	1	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	1	0	0	0	1	0	0	2	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	1	0	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	1	0	1	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	c1
0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	1	0	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	c1
0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	c1
0	0	0	0	0	1	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	1	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	c1
0	0	0	0	0	1	1	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	c1
0	0	0	0	0	1	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	1	0	0	0	1	0	0	2	0	4	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	c1
0	0	0	0	0	1	0	0	0	1	0	0	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	0	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	0	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	c1
0	0	0	0	0	1	0	0	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	0	0	0	0	1	0	1	2	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	1	0	0	0	1	0	1	2	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	c1
0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	4	c2
0	0	0	0	1	0	1	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	4	c2
0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	4	c2
0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	4	c2
0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	4	c2
0	0	0	0	0	0	0	0	1	0	0	0	2	0	4	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	4	c2
0	0	0	0	1	0	0	0	1	0	0	0	2	0	4	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	4	c2
0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	4	c2
0	0	0	0	1	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	4	c2
0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	4	c2
0	0	0	0	0	0	0	0	1	0	0	0	2	0	4	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	4	c2
0	0	0	0	1	0	0	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	1	1	0	0	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	4	c2
0	0	0	0	0	0	1	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	1	0	1	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	4	c2
0	0	0	0	0	0	1	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	4	c2
0	0	0	0	1	0	1	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	4	c2
0	0	0	0	0	0	1	0	0	0	1	0	2	0	4	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	4	c2
0	0	0	0	0	0	0	0	1	0	1	0	2	0	4	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	0	0	0	0	1	0	1	0	2	0	4	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	1	0	0	0	1	0	1	0	2	0	4	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	1	0	0	0	1	0	1	0	2	0	4	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	0	0	0	0	1	0	1	0	2	0	4	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	4	c2
0	0	0	0	0	0	0	0	1	0	1	0	2	0	4	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	4	c2
0	0	0	0	0	0	0	0	1	0	1	0	2	0	4	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	0	0	0	0	1	0	1	0	2	0	4	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	1	0	0	0	1	0	1	0	2	0	4	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	0	0	0	0	1	0	1	0	2	0	4	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	4	c2
0	0	0	0	1	0	0	0	0	0	1	0	2	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	4	c2
0	0	0	0	0	0	1	0	0	0	1	0	2	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c2
0	0	0	0	1	0	0	0	0	0	1	0	2	0	5	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	4	c2
0	0	0	0	1	0	1	0	0	0	1	0	2	0	5	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	4	c2
0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	4	c2
0	0	0	0	1	0	0	0	0	0	1	0	2	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	1	1	0	0	0	0	0	1	0	2	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	1	0	0	0	0	0	1	0	2	0	5	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	4	c2
0	0	0	0	1	0	0	0	1	0	1	0	2	0	5	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	1	0	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	c2
0	0	0	0	1	0	0	0	0	0	1	0	2	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	c2
0	0	0	0	0	0	1	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	c2
0	0	0	0	0	0	1	0	0	0	1	0	2	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	c2
0	0	0	0	1	0	1	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	c2
0	0	0	0	1	0	1	0	0	0	1	0	2	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	4	c2
0	0	0	0	0	0	1	0	0	0	1	0	2	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	c2
0	0	0	0	1	0	1	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	c2
0	0	0	0	0	0	1	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	c2
0	0	0	0	1	0	0	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	4	c2
0	0	0	0	1	0	1	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	c2
0	0	0	0	1	0	1	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	4	c2
0	0	0	0	1	0	1	1	1	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	4	c2
0	0	0	0	0	0	1	1	1	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	1	0	1	1	1	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	0	0	1	1	1	0	1	0	2	0	4	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	4	c2
0	0	0	0	0	0	1	1	1	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	4	c2
0	0	0	0	1	0	1	1	1	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	4	c2
0	0	0	0	0	0	1	1	1	0	1	0	2	0	4	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	4	c2
0	0	0	0	1	0	1	1	1	0	1	0	2	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	c2
0	0	0	0	1	0	1	1	1	0	1	0	2	0	5	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	4	c2
0	0	0	0	1	0	1	1	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	4	c2
0	0	0	0	0	0	1	1	1	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	c2
0	0	0	0	0	0	1	1	1	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	4	c2
0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	4	c2
1	0	0	0	0	0	0	0	0	0	1	0	2	0	5	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	4	c2
0	0	0	0	0	1	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	4	c2
0	0	0	0	1	1	1	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	4	c2
0	0	0	0	0	1	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	4	c2
0	0	1	0	1	1	1	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	4	c2
0	0	0	0	0	1	0	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	4	c2
0	0	0	0	0	1	0	0	0	0	1	0	2	0	4	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	4	c2
0	0	0	0	0	1	1	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	4	c2
0	0	0	0	1	1	1	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	4	c2
0	0	0	0	0	1	1	0	0	0	1	0	2	0	4	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	4	c2
0	0	0	0	0	1	1	0	1	0	1	0	2	0	4	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	4	c2
0	0	0	0	0	1	0	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	4	c2
0	0	0	0	0	1	0	0	0	0	1	0	2	0	4	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	4	c2
1	0	0	0	0	1	0	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	4	c2
1	0	0	0	0	1	1	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	4	c2
0	0	0	1	0	1	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	4	c2
0	0	1	0	0	1	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	4	c2
0	0	0	1	0	1	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	4	c2
0	0	0	0	0	1	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	4	c2
0	0	0	0	1	1	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	4	c2
0	0	0	0	1	1	1	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	c2
0	0	0	0	0	1	1	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	4	c2
0	0	0	0	1	1	1	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	4	c2
0	0	0	0	1	1	1	1	1	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	4	c2
0	0	0	0	0	1	1	1	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	4	c2
0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	c2
0	0	0	0	1	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	c2
0	0	0	0	1	0	1	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	c2
0	0	0	0	0	0	0	0	1	0	0	0	2	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	4	c2
0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	4	c2
0	0	0	0	1	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	4	c2
0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	4	c2
0	0	0	0	0	0	0	0	1	0	0	0	2	0	4	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	4	c2
0	0	0	0	1	0	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	c2
