number_of_features: 4
f1: sensor reading 1
f2: sensor reading 2
f3: sensor reading 3
f4: sensor reading 4
				
number_of_classes: 4
c1: Slight-Right-Turn
c2: Sharp-Right-Turn
c3: Move-Forward
c4: Slight-Left-Turn
				
number_of_samples: 5456
f1	f2	f3	f4	class
2.604	0.597	1.707	1.093	c3
2.585	0.574	1.714	1.111	c3
2.565	0.568	1.722	1.131	c3
2.546	0.559	1.729	1.149	c3
2.527	0.553	1.736	1.169	c3
2.508	0.547	1.744	1.188	c3
2.486	0.54	1.751	1.207	c3
2.468	0.534	1.758	1.226	c3
2.448	0.528	1.766	1.245	c3
2.432	0.52	1.773	1.263	c3
2.41	0.518	1.781	1.282	c3
2.394	0.525	1.789	1.301	c3
2.372	0.501	1.796	1.319	c3
2.353	0.497	1.804	1.338	c3
2.338	0.491	1.812	1.356	c1
2.316	0.481	1.82	1.375	c1
2.297	0.476	1.827	1.394	c1
1.914	0.471	1.835	1.412	c1
1.889	0.464	1.842	1.431	c1
1.877	0.463	1.849	1.448	c1
2.225	0.461	1.856	1.465	c1
2.209	0.46	1.862	1.48	c1
2.194	0.461	1.868	1.495	c1
2.18	0.458	1.874	1.509	c1
2.166	0.457	1.88	1.523	c1
1.877	0.515	1.885	1.535	c3
1.879	0.474	1.89	1.547	c1
2.13	0.471	1.894	1.558	c1
2.12	0.467	1.899	1.569	c1
1.838	0.46	1.903	1.579	c1
1.827	0.46	1.907	1.589	c1
2.09	0.464	1.911	1.598	c1
2.081	0.458	1.915	1.607	c1
1.84	0.458	1.919	1.616	c1
1.832	0.468	1.923	1.624	c1
1.791	0.567	1.927	1.633	c3
1.78	0.598	1.93	1.641	c3
1.776	0.537	1.934	1.65	c3
1.839	0.562	1.939	1.659	c3
2.025	0.578	1.943	1.668	c3
2.011	3.134	1.948	1.678	c4
2	0.515	1.957	1.689	c3
1.987	0.489	1.958	1.701	c1
1.974	0.495	1.962	1.712	c3
1.96	1.434	1.966	1.725	c4
1.945	1.426	1.97	1.739	c4
1.93	1.422	1.974	1.754	c4
1.914	1.415	1.978	1.769	c4
1.897	1.413	1.981	1.785	c4
1.881	1.407	1.935	1.802	c4
1.865	1.406	1.922	1.819	c4
1.848	1.404	1.893	1.836	c4
1.831	1.402	1.924	1.853	c4
1.815	1.403	1.995	1.87	c4
1.798	1.398	1.998	1.887	c4
1.781	1.396	1.992	1.907	c4
1.764	1.397	1.979	1.924	c4
1.748	1.395	1.964	1.938	c4
1.732	1.393	1.954	1.953	c4
1.647	1.394	1.79	1.968	c4
1.631	1.406	1.767	1.981	c4
1.628	1.405	1.744	1.994	c4
1.612	1.39	1.71	2.008	c4
1.596	1.388	1.691	2.021	c4
1.557	1.387	1.698	2.034	c4
1.559	1.386	1.806	2.047	c4
1.581	1.387	1.815	2.064	c4
1.463	0.715	1.63	2.077	c3
1.458	0.709	1.615	2.093	c3
1.37	0.723	1.598	2.105	c3
1.367	0.724	1.585	2.117	c3
1.429	0.73	1.58	2.129	c3
1.417	0.798	1.567	2.141	c3
1.347	0.848	1.551	2.159	c3
1.332	2.171	1.537	2.166	c4
1.323	2.177	1.521	2.15	c4
1.312	2.185	1.508	2.161	c4
1.3	2.197	1.494	2.627	c4
1.284	2.208	1.481	2.647	c4
1.274	2.224	1.467	2.247	c4
1.261	2.233	1.458	2.264	c4
1.251	2.241	1.447	2.307	c4
1.242	2.252	1.435	2.322	c4
1.226	2.261	1.424	2.331	c4
1.213	2.267	1.414	3.253	c4
1.197	0.862	1.405	3.264	c3
1.182	2.282	1.398	3.278	c4
1.17	0.868	1.391	3.294	c3
1.158	2.295	1.385	2.366	c4
1.144	2.302	1.38	2.364	c4
1.133	0.819	1.374	2.385	c3
1.118	0.821	1.371	2.358	c3
1.103	0.824	1.366	2.341	c3
1.089	0.826	1.361	3.387	c3
1.074	0.828	1.355	3.405	c3
1.059	0.83	1.35	3.427	c3
1.042	0.828	1.345	2.395	c3
1.025	0.823	1.342	2.419	c3
1.007	0.797	1.337	2.437	c3
0.985	0.792	1.333	2.452	c3
0.967	0.795	1.329	2.467	c3
0.947	0.794	1.325	2.486	c3
0.928	0.797	1.321	2.506	c3
0.908	0.8	1.317	2.519	c3
0.889	0.804	1.313	2.542	c2
0.869	0.808	1.309	2.562	c2
0.849	0.812	1.305	2.578	c2
0.83	0.813	1.301	2.601	c2
0.811	0.817	1.297	2.619	c2
0.793	0.822	1.294	2.637	c2
0.78	0.824	1.292	2.65	c2
0.778	0.825	1.293	2.653	c2
0.784	0.823	1.295	2.657	c2
0.785	0.819	1.296	3.658	c2
0.786	0.819	1.296	3.651	c2
0.786	0.818	1.296	3.66	c2
0.786	0.817	1.296	3.65	c2
0.785	0.817	1.297	3.647	c2
0.785	0.816	1.294	3.646	c2
0.785	0.816	1.294	3.646	c2
0.785	0.815	1.294	3.645	c2
0.785	0.814	1.295	3.642	c2
0.784	0.813	1.296	3.644	c2
0.78	0.812	1.297	3.644	c2
0.78	0.811	1.298	3.643	c2
0.779	0.81	1.299	3.642	c2
0.779	0.808	1.301	3.642	c2
0.778	0.807	1.303	3.642	c2
0.777	0.805	1.306	3.646	c2
0.78	0.808	1.308	3.645	c2
0.779	0.813	1.313	3.645	c2
0.779	0.825	1.315	3.647	c2
0.779	0.817	1.317	3.643	c2
0.778	0.812	1.315	3.639	c2
0.776	0.808	1.317	3.635	c2
0.771	0.803	1.318	3.638	c2
0.77	0.803	1.32	3.644	c2
0.769	0.802	1.322	3.642	c2
0.768	0.828	1.324	3.645	c2
0.767	0.878	1.327	4.846	c2
0.769	0.863	1.329	0.808	c2
0.769	0.871	1.335	0.796	c2
0.769	0.82	1.343	0.79	c2
0.778	0.8	1.355	0.787	c2
0.803	0.792	1.36	0.785	c2
0.774	0.789	1.345	0.789	c2
0.767	0.788	1.349	0.789	c2
0.766	0.782	1.355	0.776	c2
0.769	0.791	1.36	0.775	c2
0.776	0.767	1.37	0.774	c2
0.831	0.761	1.441	0.769	c2
0.792	0.758	1.905	0.767	c2
0.854	0.755	1.907	0.766	c2
0.894	0.755	1.398	0.766	c2
1.182	0.752	1.4	0.765	c3
0.892	0.746	1.38	0.765	c2
1.346	0.743	1.407	0.765	c3
1.349	0.741	1.413	0.765	c3
1.349	0.737	1.413	0.766	c3
1.348	0.737	1.412	0.767	c3
1.346	0.741	1.409	0.768	c3
1.342	0.737	1.404	0.769	c3
1.34	0.74	1.404	0.771	c3
1.339	0.736	1.405	0.772	c3
1.338	0.735	1.404	0.773	c3
1.341	0.738	1.401	0.774	c3
1.337	0.738	1.403	0.775	c3
1.34	0.738	1.403	0.775	c3
1.336	0.738	1.401	0.776	c3
1.332	0.741	1.397	0.78	c3
1.325	0.74	1.387	0.786	c3
1.316	0.732	1.378	0.795	c3
1.305	0.742	1.367	0.806	c3
1.292	0.726	1.355	0.819	c3
1.278	0.72	1.34	0.836	c3
1.265	0.714	1.325	0.852	c3
1.248	0.708	1.309	0.869	c3
1.231	0.705	1.294	0.887	c3
1.213	0.698	1.277	0.905	c3
1.195	0.692	1.581	0.923	c3
1.176	0.702	1.83	0.941	c3
1.157	0.681	1.821	0.96	c3
1.138	0.68	1.809	0.979	c3
1.119	0.682	1.8	0.998	c3
1.1	0.722	1.791	1.017	c3
0.943	0.654	1.78	1.033	c3
0.923	0.65	1.13	1.055	c3
0.899	0.641	1.11	1.075	c2
0.881	0.669	1.091	1.094	c2
0.864	0.627	1.068	1.114	c2
0.847	0.623	1.745	1.134	c2
0.83	0.619	1.738	1.153	c2
0.816	0.613	1.729	1.17	c2
0.803	0.601	1.724	1.186	c2
0.818	0.589	1.721	1.195	c2
0.917	0.586	1.726	1.194	c3
0.92	0.586	1.726	1.191	c3
0.921	0.586	1.728	1.189	c3
0.921	0.586	1.724	1.19	c3
0.919	0.586	1.72	1.192	c3
0.917	0.585	1.72	1.194	c3
0.915	0.584	1.722	1.195	c3
0.913	0.584	1.721	1.197	c3
0.912	0.584	1.717	1.199	c3
0.911	0.584	1.72	1.199	c3
0.91	0.583	1.72	1.201	c3
0.908	0.583	1.716	1.202	c3
0.907	0.582	1.715	1.203	c3
0.906	0.582	1.718	1.205	c3
0.904	0.581	1.717	1.207	c3
0.902	0.581	1.712	1.209	c3
0.9	0.581	1.714	1.211	c2
0.899	0.581	1.717	1.212	c2
0.898	0.58	1.717	1.213	c2
0.897	0.58	1.717	1.214	c2
0.896	0.579	1.717	1.215	c2
0.895	0.579	1.717	1.215	c2
0.895	0.578	1.717	1.215	c2
0.895	0.578	1.718	1.215	c2
0.896	0.577	1.719	1.215	c2
0.896	0.576	1.721	1.214	c2
0.896	0.575	1.725	1.214	c2
0.896	0.574	1.727	1.214	c2
0.897	0.572	1.732	1.213	c2
0.897	0.57	1.734	1.213	c2
0.898	0.569	1.734	1.128	c2
0.899	0.567	1.629	1.105	c2
0.9	0.566	1.737	1.217	c2
0.899	0.564	1.735	1.227	c2
0.898	0.563	1.737	5	c2
0.897	0.56	1.739	5	c2
0.897	0.557	1.741	5	c2
0.896	0.555	1.744	1.093	c2
0.896	0.553	1.749	1.088	c2
0.896	0.551	1.766	1.087	c2
0.896	0.549	1.768	1.086	c2
0.896	0.548	2.611	1.088	c2
0.895	0.546	2.133	1.091	c2
0.894	0.544	1.286	5	c2
0.893	0.541	1.28	2.508	c2
0.892	0.538	2.615	1.094	c2
0.891	0.535	2.617	1.086	c2
0.891	0.533	2.619	1.084	c2
0.891	0.532	2.621	1.084	c2
0.894	0.53	2.634	1.083	c2
0.894	0.529	2.634	0.581	c2
0.892	0.53	2.879	0.573	c2
0.887	0.524	2.881	0.568	c2
0.886	0.526	2.885	0.571	c2
0.884	0.532	2.883	0.57	c2
0.882	0.531	2.885	0.572	c2
0.881	0.527	2.887	0.568	c2
0.88	0.527	2.889	0.549	c2
0.88	0.526	2.891	0.591	c2
0.879	0.526	2.893	0.571	c2
0.882	0.535	2.895	0.547	c2
0.881	0.914	2.901	0.533	c2
1.325	0.907	1.253	0.522	c4
1.761	0.902	1.247	0.519	c4
0.88	0.708	1.25	0.513	c2
0.879	0.699	1.277	0.511	c2
0.878	0.696	1.274	0.512	c2
0.878	0.697	1.27	0.513	c2
0.878	0.7	1.272	0.512	c2
0.878	0.695	1.255	0.514	c2
0.878	0.694	1.256	0.513	c2
0.881	0.693	1.259	0.512	c2
0.881	0.692	4.735	0.511	c2
0.887	0.691	1.274	0.516	c2
0.888	0.69	1.258	0.516	c2
0.891	0.692	1.252	0.506	c2
0.904	0.711	1.254	0.502	c3
1.744	0.541	1.251	0.5	c3
1.75	0.542	1.252	0.499	c3
1.753	0.867	1.253	0.498	c3
1.751	0.867	1.253	0.5	c3
1.745	0.551	1.255	0.504	c3
1.741	0.863	1.257	0.509	c3
1.732	0.567	1.261	0.518	c3
1.721	0.571	1.267	0.528	c3
1.707	0.583	1.273	0.54	c3
0.96	0.842	1.279	0.553	c3
1.677	0.835	1.286	0.567	c3
0.975	0.827	1.294	0.582	c3
1.642	0.819	1.302	0.598	c3
1.627	0.811	1.311	0.614	c3
0.948	0.802	1.319	0.625	c3
0.887	0.794	1.328	0.638	c2
0.923	0.714	1.337	0.655	c3
0.866	0.774	1.345	0.673	c2
0.873	0.768	1.35	0.687	c2
0.851	0.759	1.358	0.704	c2
0.837	0.751	1.366	0.721	c2
0.824	0.742	1.377	0.737	c2
0.817	0.735	1.383	0.751	c2
1.459	0.725	1.389	0.759	c3
0.863	0.722	1.391	0.758	c2
1.462	0.722	1.391	0.755	c3
1.462	0.723	1.39	0.754	c3
1.46	0.722	1.391	0.756	c3
1.459	0.721	1.389	0.758	c3
1.458	0.721	1.392	0.759	c3
1.457	0.72	1.393	0.76	c3
1.456	0.719	1.393	0.762	c3
1.454	0.719	1.393	0.763	c3
1.453	0.719	1.393	0.764	c3
0.921	0.718	1.394	0.765	c3
0.92	0.718	1.395	0.766	c3
0.914	0.717	1.395	0.768	c3
0.912	0.716	1.396	0.77	c3
0.913	0.714	1.398	0.773	c3
1.436	0.711	1.4	0.779	c3
1.428	0.707	1.404	0.788	c3
1.417	0.702	1.408	0.798	c3
1.407	0.697	1.413	0.81	c3
1.392	0.691	1.419	0.825	c3
1.376	0.685	1.428	0.839	c3
1.359	0.678	1.435	0.855	c3
1.341	0.67	1.443	0.873	c3
1.325	0.663	1.454	0.891	c3
0.819	0.656	1.465	0.909	c2
1.284	0.649	1.523	0.928	c3
1.264	0.641	1.528	0.947	c3
1.247	0.633	1.537	0.965	c3
1.225	0.625	1.556	0.984	c3
1.205	0.617	1.556	1.003	c3
1.187	0.61	1.571	1.02	c3
1.166	0.602	3.09	1.038	c3
1.149	0.595	1.596	1.054	c3
1.132	0.589	3.104	1.071	c3
1.115	0.582	3.11	1.088	c3
1.098	0.575	3.117	1.104	c3
1.078	0.568	3.123	1.12	c3
1.064	0.562	3.129	1.137	c3
0.733	0.555	3.136	1.154	c2
0.715	0.55	3.143	1.172	c2
1.01	0.543	3.048	1.19	c3
0.992	0.54	3.157	1.209	c3
0.689	0.53	3.164	1.227	c2
0.712	0.524	3.171	1.244	c2
0.692	0.516	3.176	1.263	c2
0.676	0.512	3.182	1.276	c2
0.651	0.515	3.188	1.29	c2
0.693	0.498	3.196	1.297	c2
0.712	0.496	3.194	1.298	c2
0.91	0.495	3.194	1.295	c3
0.907	0.495	3.195	1.294	c3
0.906	0.494	3.195	1.295	c1
0.905	0.494	3.195	1.292	c1
0.904	0.493	3.198	1.297	c1
0.9	0.491	3.197	1.297	c2
0.772	0.488	3.201	1.302	c2
0.766	0.486	3.2	1.309	c2
0.885	0.484	3.205	1.316	c2
0.878	0.482	3.205	1.324	c2
0.874	0.48	3.207	1.331	c2
0.866	0.478	3.208	1.336	c2
0.863	0.477	3.21	1.338	c2
0.86	0.476	3.21	1.336	c2
0.86	0.475	3.211	1.336	c2
0.859	0.474	1.796	1.336	c2
0.857	0.473	1.793	1.337	c2
0.856	0.472	1.813	1.337	c2
0.855	0.472	1.798	1.338	c2
0.852	0.471	1.755	1.338	c2
0.851	0.471	3.213	1.338	c2
0.848	0.469	3.217	1.338	c2
0.85	0.468	3.22	1.341	c2
0.846	0.466	1.925	1.339	c2
0.848	0.464	1.925	1.339	c2
0.851	0.461	1.922	1.339	c2
0.85	0.459	1.925	1.086	c2
0.853	0.457	1.935	1.358	c2
1.493	0.455	1.826	1.075	c1
1.492	0.453	1.768	1.067	c1
1.2	0.451	1.815	1.065	c1
1.199	0.449	1.836	1.03	c1
1.197	0.448	1.781	1.026	c1
1.196	0.448	1.779	1.003	c1
1.195	0.448	1.779	1.004	c1
1.195	0.448	1.776	0.979	c1
1.196	0.448	1.782	1.004	c1
1.195	0.448	1.782	0.976	c1
1.195	0.448	1.776	1.004	c1
1.194	0.448	1.779	1.032	c1
1.193	0.449	1.776	1.006	c1
1.191	0.449	1.78	0.98	c1
1.191	0.45	1.78	0.981	c1
1.19	0.451	1.781	0.986	c1
1.57	0.453	1.936	0.992	c1
1.206	0.454	1.839	0.999	c1
1.558	0.455	1.84	1.006	c1
1.549	0.456	1.845	0.897	c1
1.54	0.457	1.847	0.902	c1
1.534	0.459	1.472	0.91	c1
1.553	0.461	1.477	0.919	c1
1.54	0.463	1.485	0.931	c1
1.504	0.466	1.495	0.94	c1
1.493	0.468	1.503	0.949	c1
1.476	0.471	1.513	0.976	c1
1.467	0.474	1.523	0.986	c1
1.488	0.476	1.99	1.202	c1
1.463	0.479	1.995	1.211	c1
1.468	0.482	1.557	1.217	c1
1.459	0.485	1.556	0.795	c1
1.424	0.488	1.568	0.801	c1
1.414	0.491	2.015	0.817	c1
1.428	0.494	2.019	0.599	c1
1.418	0.498	2.023	0.572	c3
1.38	0.502	2.027	0.568	c3
1.37	0.505	2.035	0.567	c3
1.36	0.509	1.625	0.567	c3
1.347	0.513	1.806	0.568	c3
1.338	0.519	1.805	0.576	c3
1.325	0.525	1.862	0.582	c3
1.31	0.532	1.798	0.585	c3
1.295	0.54	1.797	0.602	c3
1.279	0.548	1.845	0.612	c3
1.297	0.556	1.734	0.635	c3
1.284	0.564	1.744	0.628	c3
1.27	0.574	1.754	0.655	c3
1.257	0.582	1.777	0.649	c3
1.374	0.591	2.093	0.673	c3
1.364	0.601	3.095	0.687	c3
1.351	0.61	1.848	0.693	c3
1.341	0.619	2.799	0.705	c3
1.329	0.628	2.809	0.703	c3
1.319	0.638	1.877	0.723	c3
1.31	0.647	1.874	0.878	c3
1.301	0.657	1.875	1.62	c3
1.292	0.666	1.876	0.939	c3
1.511	0.676	2.875	1.661	c3
1.495	0.685	1.85	1.483	c3
1.476	0.698	1.852	0.984	c3
1.451	0.705	1.85	1.421	c3
1.434	0.715	1.852	1.537	c3
1.419	0.724	1.855	1.557	c3
0.94	0.727	1.853	1.579	c3
0.917	0.73	1.856	1.596	c3
0.897	0.736	1.858	1.555	c2
0.878	0.743	1.925	1.676	c2
0.862	0.75	1.925	1.598	c2
0.846	0.757	1.931	1.565	c2
0.831	0.765	2.021	1.696	c2
0.816	0.769	2.02	1.917	c2
0.804	0.779	2.026	1.936	c2
0.795	0.783	2.025	1.946	c2
0.794	0.782	2.03	1.966	c2
0.799	0.78	1.97	0.884	c2
0.799	0.78	1.946	0.881	c2
0.799	0.783	1.892	0.873	c2
0.799	0.782	1.889	0.875	c2
0.803	0.786	1.892	0.874	c2
1.257	0.785	1.893	0.843	c3
1.257	0.788	1.893	0.839	c3
1.264	0.811	1.891	0.837	c3
1.273	0.807	1.896	0.832	c3
1.415	0.812	2.905	0.833	c3
1.275	0.817	2.903	0.838	c3
1.273	0.82	2.899	0.842	c3
1.4	0.828	1.894	0.846	c3
1.389	0.802	1.896	0.848	c3
1.223	0.806	1.897	0.859	c3
1.362	0.814	1.899	0.863	c3
1.19	0.827	1.901	0.872	c3
1.172	0.837	1.903	0.885	c3
1.156	0.85	1.906	0.901	c3
1.137	0.868	1.908	0.937	c3
1.122	0.875	1.914	0.891	c3
1.106	0.9	1.917	5	c3
1.086	0.899	2.808	5	c3
1.07	0.904	2.394	5	c4
1.052	0.904	1.967	1.279	c4
1.036	0.908	2.372	1.574	c4
1.018	0.908	2.35	1.602	c4
1.001	0.906	2.347	1.627	c4
0.983	0.91	2.783	1.631	c4
0.967	0.946	2.725	1.302	c4
0.954	0.988	2.711	5	c4
0.938	0.911	2.276	1.391	c4
0.922	0.909	2.154	1.815	c4
0.907	0.911	2.679	2.356	c4
0.892	0.912	2.142	1.392	c2
0.878	0.914	1.988	1.575	c2
0.861	0.919	1.997	1.408	c2
0.849	0.918	2.259	1.567	c2
0.837	0.92	2.254	1.622	c2
0.827	0.922	2.629	1.626	c2
0.825	0.921	2.249	1.635	c2
0.827	0.916	2.26	2.449	c2
0.829	0.914	2.144	1.477	c2
0.829	0.914	1.99	1.473	c2
0.829	0.914	1.99	1.425	c2
0.829	0.914	1.99	1.418	c2
0.828	0.913	2.012	1.47	c2
0.831	0.912	2.01	1.414	c2
0.831	0.911	2.094	1.469	c2
0.826	0.897	2.016	5	c2
0.825	0.897	2.643	5	c2
0.823	0.893	2.358	1.688	c2
0.821	0.888	2.645	1.313	c2
0.82	1.001	2.387	1.432	c2
0.819	0.904	2.56	1.628	c2
0.817	0.897	2.651	1.484	c2
0.816	0.499	2.009	5	c2
0.816	0.489	2.029	1.06	c2
0.815	0.484	2.032	1.361	c2
0.817	0.482	2.173	1.45	c2
0.858	0.483	2.037	1.045	c2
0.86	0.502	2.257	1.053	c2
0.818	0.837	2.605	1.42	c2
0.817	0.833	2.588	1.039	c2
0.817	0.482	2.681	1.027	c2
0.82	0.472	2.05	1.024	c2
0.827	0.469	2.651	1.025	c2
0.844	0.467	2.605	1.007	c2
0.917	0.468	2.607	1.001	c1
0.916	0.802	2.608	0.992	c3
0.925	0.799	2.609	0.974	c3
1.713	0.796	2.608	0.974	c3
1.713	0.795	2.609	0.971	c3
1.711	0.795	2.609	0.973	c3
1.705	0.795	2.61	0.979	c3
1.699	0.793	2.615	1.037	c3
1.689	0.789	2.619	1.034	c3
1.681	0.785	2.624	1.004	c3
1.668	0.481	2.629	1.054	c1
1.653	0.476	2.1	1.027	c1
1.636	0.478	2.642	1.039	c1
1.616	0.484	2.249	1.118	c1
1.603	0.487	2.622	1.06	c1
1.586	0.497	2.606	1.067	c3
1.571	0.507	2.011	1.074	c3
1.556	0.736	2.559	1.082	c3
1.552	0.731	1.859	1.089	c3
1.555	0.726	1.837	1.097	c3
2.482	0.72	1.974	1.106	c3
2.468	0.714	1.918	1.116	c3
2.453	0.709	1.823	1.127	c3
2.437	0.577	1.697	1.139	c3
2.421	0.571	2.479	1.152	c3
2.404	0.58	1.633	1.165	c3
2.386	0.598	1.703	1.178	c3
2.371	0.604	1.627	1.192	c3
2.352	0.616	1.611	1.206	c3
2.334	0.629	1.608	1.228	c3
2.315	0.642	1.617	1.239	c3
2.296	0.648	1.609	1.254	c3
2.277	0.641	1.628	1.27	c3
2.258	0.634	1.68	0.698	c3
2.24	0.626	2.293	0.711	c3
2.221	0.621	1.668	0.721	c3
2.002	0.616	2.255	1.327	c3
1.985	0.606	1.77	1.343	c3
1.965	0.601	2.22	0.76	c3
1.944	0.591	1.942	0.783	c3
1.924	0.585	1.933	1.363	c3
1.9	0.58	1.932	1.384	c3
1.88	0.571	1.937	1.402	c3
1.098	0.565	1.936	0.837	c3
1.076	0.558	1.932	1.429	c3
1.054	0.552	1.931	1.446	c3
1.032	0.545	1.898	1.464	c3
1.007	0.539	1.902	1.479	c3
0.991	0.534	1.902	1.496	c3
0.969	0.528	1.899	1.518	c3
0.95	0.518	1.903	1.533	c3
0.932	0.514	1.91	1.551	c3
0.913	0.505	1.937	1.566	c3
0.896	0.501	1.913	0.963	c2
0.878	0.495	1.895	0.97	c2
0.861	0.488	1.877	0.986	c2
0.843	0.481	1.859	0.995	c2
0.826	0.475	1.849	1.006	c2
0.81	0.472	1.835	1.017	c2
1.553	0.466	1.836	1.026	c1
1.542	0.458	1.838	1.026	c1
1.543	0.453	1.841	1.024	c1
1.545	0.453	1.844	1.022	c1
1.544	0.453	1.846	1.022	c1
1.542	0.453	1.844	1.024	c1
1.541	0.452	1.841	1.025	c1
1.541	0.452	1.84	1.025	c1
1.54	0.452	1.84	1.022	c1
1.541	0.452	1.84	1.025	c1
1.541	0.452	1.837	1.025	c1
1.54	0.452	1.839	1.025	c1
1.54	0.452	1.839	1.025	c1
1.54	0.452	1.839	1.025	c1
1.539	0.451	1.839	1.025	c1
1.537	0.451	1.84	1.024	c1
0.504	0.449	1.831	1.026	c2
0.503	0.447	1.827	1.029	c2
0.501	0.445	1.821	1.034	c2
0.5	0.442	1.819	1.038	c2
0.495	0.439	1.82	1.042	c2
0.497	0.437	1.914	1.046	c2
0.496	0.435	1.917	1.05	c2
0.496	0.433	1.918	1.052	c2
0.747	0.432	1.918	1.051	c2
0.744	0.432	1.918	1.05	c2
0.745	0.432	1.919	1.049	c2
0.742	0.431	1.916	1.048	c2
0.742	0.431	1.785	1.047	c2
0.742	0.427	1.787	1.064	c2
0.741	0.426	1.787	1.504	c2
0.741	0.425	1.79	1.043	c2
0.738	0.427	1.795	1.038	c2
0.738	0.426	1.798	1.038	c2
0.738	0.426	1.793	1.038	c2
0.741	0.426	3.082	1.037	c2
0.74	0.425	3.083	1.037	c2
0.743	0.424	1.804	1.035	c2
1.493	0.423	2.065	1.031	c1
1.496	0.422	1.806	1.03	c1
1.732	0.42	1.808	1.029	c1
1.731	0.418	1.814	1.028	c1
1.731	0.418	1.817	1.028	c1
1.731	0.418	1.813	1.028	c1
1.732	0.418	1.813	1.028	c1
1.731	0.418	1.813	1.028	c1
1.731	0.418	5	1.028	c1
1.731	0.418	1.813	1.028	c1
1.731	0.418	1.813	1.028	c1
1.731	0.418	1.813	1.028	c1
1.731	0.418	1.81	1.028	c1
1.729	0.418	1.812	1.03	c1
1.726	0.418	1.812	1.033	c1
1.721	0.417	1.828	1.037	c1
1.714	0.417	2.006	1.042	c1
1.707	0.416	1.937	1.049	c1
1.698	0.416	1.995	1.056	c1
1.689	0.416	1.958	1.065	c1
1.679	0.416	1.928	1.074	c1
1.668	0.416	1.926	1.083	c1
1.657	0.416	1.919	1.093	c1
1.647	0.416	1.958	1.103	c1
1.636	0.417	1.939	1.116	c1
1.411	0.418	1.919	1.126	c1
1.615	0.42	1.906	1.136	c1
1.604	0.421	1.903	1.147	c1
1.594	0.422	1.715	1.157	c1
1.584	0.423	1.706	1.168	c1
1.36	0.425	1.698	1.177	c1
1.348	0.426	1.889	1.186	c1
1.34	0.428	1.886	1.195	c1
1.331	0.429	1.88	1.205	c1
1.323	0.431	1.877	1.215	c1
1.314	0.433	1.874	1.226	c1
1.305	0.435	1.87	1.236	c1
1.298	0.437	1.867	1.245	c1
1.289	0.439	1.864	1.255	c1
1.285	0.441	1.861	1.265	c1
1.473	0.443	1.858	1.274	c1
1.463	0.445	1.855	1.284	c1
1.452	0.447	1.849	1.294	c1
1.442	0.449	1.846	1.304	c1
1.432	0.451	1.843	0.789	c1
1.422	0.453	1.839	0.794	c1
1.411	0.455	1.836	0.8	c1
1.401	0.458	1.833	0.807	c1
1.391	0.46	1.829	0.816	c1
1.381	0.462	1.826	0.824	c1
1.371	0.465	1.823	0.833	c1
1.362	0.467	1.82	0.842	c1
1.352	0.469	1.817	0.851	c1
1.343	0.472	1.814	0.86	c1
1.333	0.474	1.811	0.872	c1
1.324	0.477	1.807	0.548	c1
1.314	0.48	1.804	0.544	c1
1.305	0.483	1.801	0.549	c1
1.295	0.486	1.798	1.457	c1
1.286	0.489	1.794	0.553	c1
1.277	0.493	1.79	0.558	c1
1.271	0.497	1.787	0.567	c3
1.259	0.5	1.786	0.591	c3
1.25	0.503	1.783	0.596	c3
1.245	0.507	1.78	0.598	c3
1.236	0.511	1.773	0.601	c3
1.225	0.516	1.771	0.598	c3
1.213	0.522	1.761	0.587	c3
1.199	0.528	1.757	0.592	c3
1.185	0.536	1.746	0.605	c3
1.17	0.543	1.74	0.615	c3
1.154	0.551	1.728	0.596	c3
1.138	0.564	1.719	0.603	c3
1.121	0.573	1.708	0.612	c3
1.101	0.579	1.698	0.621	c3
1.084	0.592	1.687	0.627	c3
1.066	0.604	1.676	0.636	c3
1.049	0.715	1.664	0.646	c3
1.031	0.634	1.621	0.656	c3
1.027	0.638	1.608	0.667	c3
0.998	0.668	1.592	0.677	c3
0.982	0.657	1.578	0.688	c3
0.962	0.669	1.566	0.725	c3
0.946	0.683	1.553	0.713	c3
0.93	0.691	1.538	0.721	c3
0.914	0.706	1.525	0.758	c3
0.899	0.717	1.513	0.746	c2
0.883	0.725	1.5	0.748	c2
0.867	0.739	1.485	0.763	c2
0.851	0.75	1.473	0.774	c2
0.835	0.762	1.461	0.786	c2
0.819	0.772	1.45	0.796	c2
0.806	0.781	1.44	0.804	c2
0.8	0.78	1.439	0.804	c2
0.801	0.779	1.441	0.802	c2
0.802	0.777	1.445	0.8	c2
0.802	0.777	1.443	0.799	c2
0.801	0.778	1.443	0.799	c2
0.8	0.778	1.443	0.801	c2
0.8	0.777	1.443	0.8	c2
0.799	0.778	1.447	0.803	c2
0.799	0.78	1.447	5	c2
0.799	0.778	1.445	5	c2
0.798	0.781	1.448	0.799	c2
0.797	0.781	1.448	0.859	c2
0.796	0.781	1.449	0.791	c2
0.795	0.782	1.453	0.789	c2
0.795	0.786	1.459	0.79	c2
0.794	0.789	1.458	0.785	c2
0.793	0.796	1.464	0.781	c2
0.796	0.793	1.464	0.781	c2
0.796	0.827	1.468	0.78	c2
0.796	0.826	1.466	0.779	c2
0.799	0.824	1.471	0.778	c2
0.803	0.793	1.462	0.772	c2
0.81	0.819	1.463	0.77	c2
0.798	0.816	1.465	0.768	c2
